1977,Gold Cup,1,Geoffrey Breskal
1977,Gold Cup,1,John Collings
1977,Gold Cup,1,Gerald Haase
1977,Gold Cup,1,Jack Nunes
1977,Gold Cup,1,Douglas Smerdon

1977,Gold Cup,2,David Bretherton
1977,Gold Cup,2,Eric Crowhurst
1977,Gold Cup,2,Mike Pomfrey
1977,Gold Cup,2,David Huggett
1977,Gold Cup,2,Ron Morrish


1978,Gold Cup,1,Tony Sowter
1978,Gold Cup,1,Joe Amsbury
1978,Gold Cup,1,Michael Nardin
1978,Gold Cup,1,Steve Lodge
1978,Gold Cup,1,Alan Woo
1978,Gold Cup,1,Tim Cope

1978,Gold Cup,2,Andrew Thompson
1978,Gold Cup,2,Michael Dilks
1978,Gold Cup,2,John Reardon
1978,Gold Cup,2,Richard Butland
1978,Gold Cup,2,Colin Bishop
1978,Gold Cup,2,Patrick Collins


1979,Gold Cup,1,Bill Pencharz
1979,Gold Cup,1,Raymond Brock
1979,Gold Cup,1,Jim Sharples
1979,Gold Cup,1,Bob Sharples

1979,Gold Cup,2,Maria-Luce Dixon
1979,Gold Cup,2,Chris Dixon
1979,Gold Cup,2,Peter Czerniewski
1979,Gold Cup,2,Brian Mervis
1979,Gold Cup,2,Gus Calderwood


1980,Gold Cup,1,Bill Mitchell
1980,Gold Cup,1,Roy Bennett
1980,Gold Cup,1,Hugh Kelsey
1980,Gold Cup,1,John McMonagle
1980,Gold Cup,1,Ken Baxter
1980,Gold Cup,1,Jack Paterson

1980,Gold Cup,2,Tony Sowter
1980,Gold Cup,2,Sally Sowter
1980,Gold Cup,2,Sandra Landy
1980,Gold Cup,2,Joe Amsbury
1980,Gold Cup,2,Alan Woo
1980,Gold Cup,2,Steve Lodge


1981,Gold Cup,1,Ian Morrison
1981,Gold Cup,1,A H Bishop
1981,Gold Cup,1,Mrs S C Bruce
1981,Gold Cup,1,David Liggat
1981,Gold Cup,1,Jim Patrick
1981,Gold Cup,1,Martin White

1981,Gold Cup,2,Michael Airey
1981,Gold Cup,2,Graham Link
1981,Gold Cup,2,David Collins
1981,Gold Cup,2,Phil Topley
1981,Gold Cup,2,Mike Allen
1981,Gold Cup,2,Roger Bryant


1982,Gold Cup,1,Dr Gerald Haase
1982,Gold Cup,1,Willie Coyle
1982,Gold Cup,1,Graham Cuthbertson
1982,Gold Cup,1,Victor Goldberg
1982,Gold Cup,1,Barnet Shenkin

1982,Gold Cup,2,Rob Sheehan
1982,Gold Cup,2,Jeremy Flint
1982,Gold Cup,2,Irving Rose
1982,Gold Cup,2,Zia Mahmood
1982,Gold Cup,2,Chris Dixon
1982,Gold Cup,2,Victor Silverstone


1983,Gold Cup,1,Geoffrey Breskal
1983,Gold Cup,1,Gus Calderwood
1983,Gold Cup,1,Tony Forrester
1983,Gold Cup,1,Raymond Brock
1983,Gold Cup,1,Graham Cooke

1983,Gold Cup,2,Denis Robson
1983,Gold Cup,2,Bernard Goldenfield
1983,Gold Cup,2,John Buck
1983,Gold Cup,2,Raymond Semp
1983,Gold Cup,2,Rhona Goldenfield


1984,Gold Cup,1,Sandra Landy
1984,Gold Cup,1,Sally Horton
1984,Gold Cup,1,Raymond Brock
1984,Gold Cup,1,Nicola Smith
1984,Gold Cup,1,Dr Tony Sowter
1984,Gold Cup,1,Steve Lodge

1984,Gold Cup,2,Michael Airey
1984,Gold Cup,2,Graham Link
1984,Gold Cup,2,David Collins
1984,Gold Cup,2,Phil Topley
1984,Gold Cup,2,Mike Allen
1984,Gold Cup,2,Roger Bryant


1985,Gold Cup,1,Chris Dixon
1985,Gold Cup,1,Victor Silverstone
1985,Gold Cup,1,Jeremy Flint
1985,Gold Cup,1,Irving Rose
1985,Gold Cup,1,Robert Sheehan

1985,Gold Cup,2,Govind Ruia
1985,Gold Cup,2,Bim Ruia
1985,Gold Cup,2,Anil Ruia
1985,Gold Cup,2,Alan Mould
1985,Gold Cup,2,D Whyte
1985,Gold Cup,2,S Ball


1986,Gold Cup,1,Raymond Brock
1986,Gold Cup,1,Tony Forrester
1986,Gold Cup,1,Graham Kirby
1986,Gold Cup,1,John Armstrong
1986,Gold Cup,1,Tony Sowter
1986,Gold Cup,1,Steve Lodge

1986,Gold Cup,2,Barnet Shenkin
1986,Gold Cup,2,David Greenwood
1986,Gold Cup,2,Steve Fishpool
1986,Gold Cup,2,Dick Shek


1987,Gold Cup,1,Jeff Morris
1987,Gold Cup,1,John Hassett
1987,Gold Cup,1,Ralph Churney
1987,Gold Cup,1,Ted Reveley
1987,Gold Cup,1,Roy Dempster
1987,Gold Cup,1,Steve Whittleton

1987,Gold Cup,2,Richard Fleet
1987,Gold Cup,2,John Pottage
1987,Gold Cup,2,Peter Czerniewski
1987,Gold Cup,2,Barry Rigal
1987,Gold Cup,2,Peter Jackson
1987,Gold Cup,2,Jim Niblett


1988,Gold Cup,1,Richard Plackett
1988,Gold Cup,1,Jim Bacon
1988,Gold Cup,1,Peter Crouch
1988,Gold Cup,1,Andrew Dyson
1988,Gold Cup,1,John Hobson

1988,Gold Cup,2,Geoffrey Breskal
1988,Gold Cup,2,John Collings
1988,Gold Cup,2,Richard Sampson
1988,Gold Cup,2,David Edwin
1988,Gold Cup,2,Graham Cooke
1988,Gold Cup,2,Ian Panto


1989,Gold Cup,1,Graham Kirby
1989,Gold Cup,1,John Armstrong
1989,Gold Cup,1,Raymond Brock
1989,Gold Cup,1,Tony Forrester
1989,Gold Cup,1,Sally Horton
1989,Gold Cup,1,Steve Lodge

1989,Gold Cup,2,Bill Niccol
1989,Gold Cup,2,David Stevenson
1989,Gold Cup,2,David Barton
1989,Gold Cup,2,Leslie Klein


1990,Gold Cup,1,Tony Forrester
1990,Gold Cup,1,Raymond Brock
1990,Gold Cup,1,Graham Kirby
1990,Gold Cup,1,John Armstrong
1990,Gold Cup,1,Sally Horton
1990,Gold Cup,1,Steve Lodge

1990,Gold Cup,2,Brian Callaghan
1990,Gold Cup,2,Rob Cliffe
1990,Gold Cup,2,Jim Niblett
1990,Gold Cup,2,Peter Jackson


1991,Gold Cup,1,Barry Rigal
1991,Gold Cup,1,Peter Czerniewski
1991,Gold Cup,1,Gus Calderwood
1991,Gold Cup,1,Dick Shek
1991,Gold Cup,1,Nicola Smith
1991,Gold Cup,1,Pat Davies

1991,Gold Cup,2,Tony Forrester
1991,Gold Cup,2,Andrew Robson
1991,Gold Cup,2,Willie Coyle
1991,Gold Cup,2,Rob Sheehan
1991,Gold Cup,2,Sally Horton
1991,Gold Cup,1,Steve Lodge


1992,Gold Cup,1,Tony Forrester
1992,Gold Cup,1,Raymond S Brock
1992,Gold Cup,1,Graham Kirby
1992,Gold Cup,1,John Armstrong
1992,Gold Cup,1,Robert Sheehan
1992,Gold Cup,1,Willie Coyle

1992,Gold Cup,2,Les Steel
1992,Gold Cup,2,Barnet Shenkin
1992,Gold Cup,2,Malcolm Cuthbertson
1992,Gold Cup,2,Andrew McIntosh


1993,Gold Cup,1,Graham Kirby
1993,Gold Cup,1,John Armstrong
1993,Gold Cup,1,Robert Sheehan
1993,Gold Cup,1,Willie Coyle
1993,Gold Cup,1,Tony Forrester
1993,Gold Cup,1,Brian Senior

1993,Gold Cup,2,Les Steel
1993,Gold Cup,2,Barnet Shenkin
1993,Gold Cup,2,Victor Goldberg
1993,Gold Cup,2,John Matheson
1993,Gold Cup,2,Malcolm Cuthbertson
1993,Gold Cup,2,Andrew McIntosh


1994,Gold Cup,1,Derek Patterson
1994,Gold Cup,1,Gerald Tredinnick
1994,Gold Cup,1,Stuart Tredinnick
1994,Gold Cup,1,Neil Rosen
1994,Gold Cup,1,Phil King
1994,Gold Cup,1,Patrick Collins

1994,Gold Cup,2,Sandra Landy
1994,Gold Cup,2,John Elliott
1994,Gold Cup,2,Graham Allan
1994,Gold Cup,2,Julian Pottage
1994,Gold Cup,2,Ian Lancaster
1994,Gold Cup,2,John Frostzega


1995,Gold Cup,1,Derek Patterson
1995,Gold Cup,1,Gerald Tredinnick
1995,Gold Cup,1,Stuart Tredinnick
1995,Gold Cup,1,Neil Rosen
1995,Gold Cup,1,Phil King
1995,Gold Cup,1,Patrick Collins

1995,Gold Cup,2,Alan Mould
1995,Gold Cup,2,Gary Hyett
1995,Gold Cup,2,John Helme
1995,Gold Cup,2,Paul Bowyer
1995,Gold Cup,2,Rick Bentley
1995,Gold Cup,2,Jim Mason


1996,Gold Cup,1,Andrew Dyson
1996,Gold Cup,1,Glyn Liggins
1996,Gold Cup,1,Peter Crouch
1996,Gold Cup,1,Steve Lodge
1996,Gold Cup,1,John Armstrong
1996,Gold Cup,1,Graham Kirby

1996,Gold Cup,2,Tim Rees
1996,Gold Cup,2,Andrew MacNair
1996,Gold Cup,2,Jerry Cope
1996,Gold Cup,2,Alan Kay
1996,Gold Cup,2,Roger Gibbons
1996,Gold Cup,2,Graham Horsley


1997,Gold Cup,1,Alan Mould
1997,Gold Cup,1,Gary Hyett
1997,Gold Cup,1,John Helme
1997,Gold Cup,1,Paul Bowyer
1997,Gold Cup,1,John Collings
1997,Gold Cup,1,Martin Jones

1997,Gold Cup,2,Sally Brock
1997,Gold Cup,2,Raymond Brock
1997,Gold Cup,2,Steve Eginton
1997,Gold Cup,2,Mike Perkins
1997,Gold Cup,2,Ian Reissmann
1997,Gold Cup,2,Su Burn


1998,Gold Cup,1,Howard Cohen
1998,Gold Cup,1,Robert Sheehan
1998,Gold Cup,1,Boris Schapiro
1998,Gold Cup,1,Irving Gordon
1998,Gold Cup,1,Nick Sandqvist
1998,Gold Cup,1,Frederic Wrang

1998,Gold Cup,2,Gerald Soper
1998,Gold Cup,2,Terry Goldsmith
1998,Gold Cup,2,Rod Oakford
1998,Gold Cup,2,John Short


1999,Gold Cup,1,Alan Mould
1999,Gold Cup,1,Gary Hyett
1999,Gold Cup,1,Jim Mason
1999,Gold Cup,1,Howard Melbourne
1999,Gold Cup,1,John Collings
1999,Gold Cup,1,Martin Jones

1999,Gold Cup,2,Unal Durmus
1999,Gold Cup,2,Ian Monachan
1999,Gold Cup,2,Espen Erichsen
1999,Gold Cup,2,Brian Senior
1999,Gold Cup,2,Glyn Liggins
1999,Gold Cup,2,Joe Fawcett


2000,Gold Cup,1,David Mossop
2000,Gold Cup,1,Tim Rees
2000,Gold Cup,1,Tony Forrester
2000,Gold Cup,1,Andrew McIntosh
2000,Gold Cup,1,Justin Hackett
2000,Gold Cup,1,Jason Hackett

2000,Gold Cup,2,Tony Waterlow
2000,Gold Cup,2,Ian Panto
2000,Gold Cup,2,Victor Silverstone
2000,Gold Cup,2,Gerald Haase
2000,Gold Cup,2,Roger Gibbons
